G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Opponent,Unnamed: 6,Unnamed: 7,Tm,Opp,W,L,Streak,Attend.,LOG,Notes
1,"Thu, Apr 25, 1991",,Box Score,,Golden State Warriors,W,,130,121,1,0,W 1,15908,,
2,"Sat, Apr 27, 1991",,Box Score,,Golden State Warriors,L,,98,111,1,1,L 1,15908,,
3,"Wed, May 1, 1991",,Box Score,@,Golden State Warriors,L,,106,109,1,2,L 2,15025,,
4,"Fri, May 3, 1991",,Box Score,@,Golden State Warriors,L,,97,110,1,3,L 3,15025,,
