Rk,Player,Age,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,George Gervin,27.0,SG,78,37.6,13.1,24.9,0.528,0.4,1.3,0.314,12.7,23.6,0.54,0.536,6.5,7.6,0.852,2.0,3.2,5.2,2.6,1.4,1.0,3.3,2.7,33.1,"MVP-3,AS,NBA1"
2.0,Larry Kenon,27.0,PF,78,35.9,8.3,17.1,0.485,0.0,0.1,0.111,8.3,17.0,0.488,0.486,3.5,4.4,0.783,3.3,6.6,9.9,3.0,1.4,0.2,3.0,2.5,20.1,
3.0,James Silas,30.0,PG,77,29.8,6.7,13.0,0.514,0.0,0.1,0.0,6.7,12.9,0.516,0.514,4.4,5.0,0.887,0.6,1.6,2.2,4.5,0.8,0.2,2.5,2.7,17.7,
4.0,John Shumate,27.0,PF,27,28.8,5.1,9.7,0.525,0.0,0.0,0.0,5.1,9.7,0.527,0.525,4.3,5.4,0.782,2.4,5.5,7.9,1.9,0.9,1.1,1.9,2.6,14.5,
5.0,Mark Olberding,23.0,SF,75,28.1,3.9,8.1,0.478,0.0,0.0,0.0,3.9,8.1,0.48,0.478,2.8,3.5,0.795,1.1,4.5,5.6,4.4,0.9,0.3,2.4,3.7,10.6,
6.0,Billy Paultz,31.0,C,47,25.8,4.0,8.1,0.496,0.0,0.0,0.0,4.0,8.1,0.497,0.496,1.4,2.1,0.66,2.0,4.8,6.8,2.5,1.0,1.0,1.2,2.7,9.4,
7.0,Kevin Restani,28.0,SF,82,24.0,4.5,8.9,0.508,0.1,0.4,0.172,4.4,8.5,0.521,0.511,1.6,2.0,0.814,1.7,3.0,4.7,2.3,0.7,0.1,1.6,2.3,10.7,
8.0,Paul Griffin,26.0,C,82,22.1,2.1,3.8,0.553,0.0,0.0,,2.1,3.8,0.553,0.553,2.1,2.9,0.725,1.9,3.5,5.3,3.0,1.0,0.6,1.6,3.7,6.3,
9.0,Mike Gale,29.0,PG,67,22.0,2.6,5.6,0.454,0.0,0.2,0.154,2.5,5.4,0.464,0.456,1.4,1.8,0.808,0.5,1.8,2.3,4.7,1.8,0.2,1.7,2.0,6.6,
10.0,Mike Evans,24.0,SG,79,15.8,2.6,5.9,0.448,0.2,0.5,0.286,2.5,5.3,0.464,0.461,0.7,1.1,0.682,0.4,1.0,1.4,2.9,0.8,0.1,1.6,2.5,6.2,
11.0,Tim Bassett,28.0,PF,5,14.4,0.8,2.4,0.333,0.0,0.0,,0.8,2.4,0.333,0.333,0.4,0.6,0.667,0.8,2.2,3.0,2.0,0.6,0.0,1.0,2.6,2.0,
12.0,Wiley Peck,22.0,SF,52,12.1,1.4,3.3,0.432,0.0,0.0,0.0,1.4,3.2,0.437,0.432,0.7,1.1,0.618,1.3,2.3,3.5,0.6,0.3,0.4,0.9,1.9,3.5,
13.0,Sylvester Norris,22.0,C,17,11.1,1.1,2.5,0.419,0.0,0.0,,1.1,2.5,0.419,0.419,0.2,0.4,0.667,0.6,1.9,2.5,0.4,0.2,0.7,1.1,2.4,2.4,
14.0,Irv Kiffin,28.0,SF,26,8.2,1.2,3.7,0.333,0.0,0.0,,1.2,3.7,0.333,0.333,0.7,1.0,0.72,0.5,1.1,1.5,0.7,0.4,0.1,1.2,1.7,3.2,
15.0,Harry Davis,24.0,SF,4,7.5,1.5,3.0,0.5,0.0,0.0,,1.5,3.0,0.5,0.5,0.3,0.5,0.5,0.5,1.0,1.5,0.0,0.3,0.0,0.8,2.0,3.3,
,Team Totals,,,82,240.9,47.0,94.4,0.498,0.6,2.5,0.252,46.4,91.9,0.505,0.502,24.7,30.8,0.801,14.1,30.7,44.7,28.4,9.4,4.1,19.4,25.6,119.4,
