Rk,Player,Age,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Eddie Johnson,24.0,SG,79,33.2,7.5,15.3,0.487,0.1,0.2,0.385,7.4,15.2,0.488,0.489,3.5,4.3,0.828,1.2,1.3,2.5,4.7,1.5,0.3,2.4,2.7,18.5,"AS,DEF2"
2.0,Dan Roundfield,26.0,PF,81,32.0,6.2,12.4,0.499,0.0,0.0,0.0,6.2,12.4,0.5,0.499,4.1,5.7,0.71,3.6,6.7,10.3,2.3,1.2,1.7,2.9,3.9,16.5,"MVP-5,AS,NBA2,DEF1"
3.0,John Drew,25.0,SF,80,28.8,6.7,14.8,0.453,0.0,0.1,0.0,6.7,14.7,0.455,0.453,6.1,8.1,0.757,2.5,3.4,5.9,1.3,1.1,0.3,3.0,3.9,19.5,AS
4.0,Armond Hill,26.0,PG,79,26.5,2.2,5.5,0.411,0.0,0.1,0.25,2.2,5.4,0.412,0.412,1.6,1.8,0.849,0.4,1.4,1.7,5.4,1.4,0.1,2.2,3.3,6.1,
5.0,Tree Rollins,24.0,C,82,25.9,3.5,6.3,0.558,0.0,0.0,,3.5,6.3,0.558,0.558,1.9,2.7,0.714,3.5,6.0,9.4,0.9,0.7,3.0,1.2,3.9,8.9,
6.0,Steve Hawes,29.0,PF,82,22.6,3.7,7.4,0.502,0.0,0.1,0.375,3.7,7.3,0.504,0.505,1.8,2.2,0.824,1.8,4.2,6.0,1.8,0.9,0.4,1.5,2.5,9.3,
7.0,Charlie Criss,31.0,PG,81,22.1,3.1,7.1,0.431,0.0,0.2,0.059,3.1,6.9,0.442,0.432,2.1,2.6,0.811,0.3,1.1,1.4,3.0,0.9,0.0,1.6,1.6,8.3,
8.0,Tom McMillen,27.0,C,53,20.2,3.6,7.2,0.5,0.0,0.0,0.0,3.6,7.2,0.501,0.5,1.5,2.0,0.757,1.3,2.8,4.2,1.2,0.7,0.3,1.2,2.4,8.7,
9.0,Terry Furlow,25.0,SG,21,19.2,3.1,7.7,0.41,0.0,0.4,0.111,3.1,7.2,0.428,0.413,2.1,2.4,0.863,1.1,0.9,2.0,3.4,0.9,0.4,1.6,0.9,8.4,
10.0,Jim McElroy,26.0,PG,31,16.6,2.1,5.5,0.386,0.1,0.2,0.286,2.1,5.3,0.39,0.392,1.2,1.7,0.698,0.6,0.9,1.6,2.1,0.7,0.2,1.4,1.5,5.5,
11.0,Jack Givens,23.0,SF,82,15.3,2.2,5.8,0.385,0.0,0.0,0.0,2.2,5.7,0.386,0.385,1.3,1.6,0.828,1.4,1.6,3.0,0.7,0.6,0.2,0.7,1.6,5.7,
12.0,John Brown,28.0,SF,28,12.9,1.3,3.5,0.378,0.0,0.0,,1.3,3.5,0.378,0.378,1.2,1.6,0.773,0.8,1.5,2.2,0.5,0.1,0.1,0.9,2.4,3.9,
13.0,Ron Lee,27.0,PG,30,12.1,1.0,3.0,0.319,0.0,0.1,0.0,1.0,2.9,0.33,0.319,0.3,0.6,0.529,0.4,0.7,1.1,2.2,0.5,0.1,1.1,2.2,2.2,
14.0,Rick Wilson,23.0,SG,5,11.8,0.4,2.8,0.143,0.0,0.0,,0.4,2.8,0.143,0.143,0.8,1.2,0.667,0.4,0.2,0.6,2.2,0.8,0.2,1.6,0.6,1.6,
15.0,Sam Pellom,28.0,PF,44,8.5,1.0,2.5,0.407,0.0,0.0,,1.0,2.5,0.407,0.407,0.5,0.7,0.7,0.6,1.5,2.1,0.4,0.3,0.3,0.4,1.6,2.5,
,Team Totals,,,82,241.2,39.8,85.7,0.464,0.2,0.9,0.173,39.6,84.8,0.467,0.465,24.9,32.3,0.771,16.7,29.3,46.0,23.3,9.5,6.6,18.2,28.0,104.5,
