G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Opponent,Unnamed: 6,Unnamed: 7,Tm,Opp,W,L,Streak,Attend.,LOG,Notes
1,"Fri, Apr 27, 1990",,Box Score,@,Los Angeles Lakers,L,,89,101,0,1,L 1,17505,1:59,
2,"Sun, Apr 29, 1990",,Box Score,@,Los Angeles Lakers,L,,100,104,0,2,L 2,17505,2:23,
3,"Tue, May 1, 1990",,Box Score,,Los Angeles Lakers,W,,114,108,1,2,W 1,16611,2:19,
4,"Thu, May 3, 1990",,Box Score,,Los Angeles Lakers,L,,88,109,1,3,L 1,16611,2:03,
