Rk,Player,Age,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Marques Johnson,23.0,SF,7,43.3,7.7,18.3,0.422,0.1,0.4,0.333,7.6,17.9,0.424,0.426,4.3,5.7,0.75,2.4,4.4,6.9,2.9,0.7,0.9,1.1,2.9,19.9,
2.0,Brian Winters,27.0,SG,7,38.3,6.6,14.3,0.46,1.3,3.0,0.429,5.3,11.3,0.468,0.505,1.4,1.4,1.0,0.6,2.4,3.0,5.3,1.6,0.0,2.3,3.6,15.9,
3.0,Bob Lanier,31.0,C,7,36.6,7.4,14.4,0.515,0.0,0.0,,7.4,14.4,0.515,0.515,4.4,6.0,0.738,2.4,6.9,9.3,4.4,1.0,1.1,2.4,3.3,19.3,
4.0,Dave Meyers,26.0,PF,7,27.9,3.7,8.9,0.419,0.0,0.4,0.0,3.7,8.4,0.441,0.419,2.0,4.3,0.467,2.3,2.7,5.0,2.0,1.3,0.9,2.1,3.6,9.4,
5.0,Sidney Moncrief,22.0,SG,7,26.0,4.3,7.3,0.588,0.0,0.0,,4.3,7.3,0.588,0.588,3.9,4.4,0.871,2.4,2.0,4.4,1.6,0.7,0.1,2.0,2.0,12.4,
6.0,Junior Bridgeman,26.0,SF,5,24.8,4.0,11.2,0.357,0.0,0.2,0.0,4.0,11.0,0.364,0.357,2.2,3.0,0.733,0.8,3.0,3.8,3.4,1.0,0.4,2.8,3.4,10.2,
7.0,Quinn Buckner,25.0,PG,7,23.6,2.6,7.6,0.34,0.0,0.1,0.0,2.6,7.4,0.346,0.34,1.0,1.6,0.636,0.9,1.4,2.3,4.4,2.1,0.0,1.9,2.9,6.1,
8.0,Richard Washington,24.0,PF,7,16.0,3.6,6.7,0.532,0.0,0.0,,3.6,6.7,0.532,0.532,0.1,0.6,0.25,1.0,1.9,2.9,0.4,0.6,1.1,1.1,3.1,7.3,
9.0,Harvey Catchings,28.0,C,6,10.7,0.3,1.0,0.333,0.0,0.0,,0.3,1.0,0.333,0.333,0.3,0.7,0.5,0.8,2.7,3.5,0.3,0.0,1.3,0.3,2.2,1.0,
10.0,Pat Cummings,23.0,C,6,9.5,1.8,2.8,0.647,0.0,0.0,,1.8,2.8,0.647,0.647,0.8,1.0,0.833,0.7,2.0,2.7,0.3,0.2,0.0,1.3,1.5,4.5,
11.0,Lloyd Walton,26.0,PG,1,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,
,Team Totals,,,7,247.1,40.6,88.9,0.457,1.4,4.1,0.345,39.1,84.7,0.462,0.465,19.7,27.6,0.715,13.9,28.0,41.9,24.1,8.9,5.7,17.0,26.9,102.3,
