G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Opponent,Unnamed: 6,Unnamed: 7,Tm,Opp,W,L,Streak,Attend.,LOG,Notes
1,"Thu, Apr 26, 1990",,Box Score,@,Portland Trail Blazers,L,,102,109,0,1,L 1,12884,2:13,
2,"Sat, Apr 28, 1990",,Box Score,@,Portland Trail Blazers,L,,107,114,0,2,L 2,12884,2:21,
3,"Tue, May 1, 1990",,Box Score,,Portland Trail Blazers,L,,92,106,0,3,L 3,17007,2:14,
