Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Alex English,26.0,SF,24,,36.5,8.6,17.8,0.485,0.1,0.1,0.667,8.5,17.7,0.483,0.487,4.0,5.3,0.762,4.3,5.1,9.4,3.4,1.2,1.2,3.8,3.3,21.3,
2.0,Dan Issel,31.0,C,82,82.0,35.8,8.7,17.3,0.505,0.0,0.1,0.333,8.7,17.1,0.506,0.506,6.3,8.1,0.775,2.9,5.9,8.8,2.4,1.1,0.7,2.0,2.3,23.8,
3.0,David Thompson,25.0,SG,39,,31.8,7.4,15.8,0.468,0.2,0.5,0.368,7.2,15.3,0.472,0.474,6.5,8.6,0.758,1.4,3.0,4.5,3.2,1.0,1.0,3.0,2.7,21.5,
4.0,Bob Wilkerson,25.0,SF,75,,31.7,5.7,13.7,0.417,0.1,0.5,0.206,5.6,13.3,0.425,0.421,2.2,3.0,0.748,1.1,3.1,4.2,3.2,1.2,0.4,2.6,2.6,13.8,
5.0,George McGinnis,29.0,PF,45,,31.6,6.0,13.0,0.459,0.0,0.2,0.143,5.9,12.8,0.463,0.46,3.7,6.8,0.541,3.0,7.3,10.3,4.9,1.5,0.4,4.2,4.2,15.6,
6.0,Tom Boswell,26.0,PF,18,,29.0,4.0,7.5,0.533,0.1,0.1,0.5,3.9,7.4,0.534,0.537,3.2,3.9,0.829,2.2,4.1,6.3,2.6,0.3,0.4,2.2,3.1,11.3,
7.0,John Roche,30.0,PG,82,,27.9,4.3,9.0,0.478,0.6,1.6,0.38,3.7,7.5,0.498,0.511,2.1,2.5,0.866,0.3,1.1,1.4,4.9,1.0,0.1,1.9,1.7,11.4,
8.0,Charlie Scott,31.0,SG,69,,27.0,4.0,10.0,0.401,0.0,0.2,0.182,4.0,9.8,0.405,0.403,1.2,1.7,0.72,0.7,1.7,2.4,3.6,0.7,0.3,2.4,2.9,9.3,
9.0,George Johnson,23.0,PF,75,,25.8,4.1,8.7,0.476,0.0,0.1,0.222,4.1,8.5,0.48,0.478,2.0,2.5,0.783,2.5,5.3,7.8,2.1,1.1,0.9,2.0,3.5,10.2,
10.0,Anthony Roberts,24.0,SF,23,,21.1,3.0,7.9,0.381,0.0,0.0,0.0,3.0,7.8,0.383,0.381,1.7,2.6,0.65,2.3,2.4,4.7,0.9,0.6,0.1,1.2,2.3,7.7,
11.0,Glen Gondrezick,24.0,SF,59,,17.3,2.5,4.8,0.517,0.0,0.1,0.333,2.5,4.7,0.521,0.521,1.6,2.1,0.76,1.8,2.6,4.4,1.4,1.2,0.3,1.0,2.0,6.6,
12.0,Kim Hughes,27.0,C,70,,17.3,1.5,2.9,0.505,0.0,0.0,,1.5,2.9,0.505,0.505,0.2,0.6,0.366,1.8,2.9,4.7,1.1,0.9,1.1,0.7,2.6,3.1,
13.0,Gary Garland,22.0,PG,78,,14.2,2.0,4.6,0.435,0.1,0.2,0.316,1.9,4.3,0.442,0.444,0.2,0.3,0.692,0.6,1.1,1.8,1.9,0.7,0.1,0.9,1.0,4.3,
14.0,Bo Ellis,25.0,PF,48,,10.5,1.3,2.8,0.449,0.0,0.1,0.0,1.3,2.8,0.459,0.449,0.8,1.1,0.755,1.1,1.4,2.4,0.6,0.2,0.5,0.5,1.4,3.4,
15.0,Arvid Kramer,23.0,C,8,,5.6,0.9,2.8,0.318,0.0,0.0,,0.9,2.8,0.318,0.318,0.3,0.3,1.0,0.8,0.8,1.5,0.4,0.0,0.6,0.6,1.0,2.0,
,Team Totals,,,82,82.0,241.8,42.2,91.1,0.463,1.0,3.1,0.325,41.2,88.0,0.468,0.469,22.8,31.0,0.737,16.0,30.8,46.8,25.4,9.1,4.9,18.7,23.4,108.3,
