G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Opponent,Unnamed: 6,Unnamed: 7,Tm,Opp,W,L,Streak,Attend.,LOG,Notes
1,"Thu, Apr 26, 1990",,Box Score,@,Philadelphia 76ers,L,,106,111,0,1,L 1,15319,2:05,
2,"Sun, Apr 29, 1990",,Box Score,@,Philadelphia 76ers,L,,101,107,0,2,L 2,18168,2:04,
3,"Tue, May 1, 1990",,Box Score,,Philadelphia 76ers,W,,122,95,1,2,W 1,16317,2:04,
4,"Thu, May 3, 1990",,Box Score,,Philadelphia 76ers,W,,108,96,2,2,W 2,17106,2:04,
5,"Sat, May 5, 1990",,Box Score,@,Philadelphia 76ers,L,,97,113,2,3,L 1,18168,2:21,
