G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Opponent,Unnamed: 6,Unnamed: 7,Tm,Opp,W,L,Streak,Attend.,LOG,Notes
1,"Fri, Apr 27, 1990",,Box Score,@,Chicago Bulls,L,,97,111,0,1,L 1,18676,2:12,
2,"Sun, Apr 29, 1990",,Box Score,@,Chicago Bulls,L,,102,109,0,2,L 2,18676,2:31,
3,"Tue, May 1, 1990",,Box Score,,Chicago Bulls,W,,119,112,1,2,W 1,18575,2:20,
4,"Thu, May 3, 1990",,Box Score,,Chicago Bulls,L,,86,110,1,3,L 1,18633,2:30,
