Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Bill Cartwright,22.0,C,82,82.0,38.4,8.1,14.8,0.547,0.0,0.0,,8.1,14.8,0.547,0.547,5.5,6.9,0.797,2.4,6.5,8.9,2.0,0.6,1.2,2.7,3.4,21.7,AS
2.0,Michael Ray Richardson,24.0,SG,82,82.0,37.3,6.1,13.0,0.472,0.3,1.3,0.245,5.8,11.6,0.498,0.485,2.7,4.1,0.66,1.8,4.7,6.6,10.1,3.2,0.4,4.4,3.2,15.3,"AS,DEF1"
3.0,Toby Knight,24.0,SF,81,,36.4,8.3,15.6,0.529,0.0,0.0,0.0,8.3,15.6,0.53,0.529,2.6,3.2,0.808,2.5,3.6,6.1,1.9,1.4,1.1,2.0,3.7,19.1,
4.0,Ray Williams,25.0,PG,82,82.0,31.5,8.4,16.9,0.496,0.1,0.5,0.189,8.3,16.4,0.505,0.499,4.1,5.2,0.787,1.8,3.2,5.0,6.2,2.0,0.3,3.1,3.6,20.9,
5.0,Joe Meriweather,26.0,PF,65,,24.1,3.9,7.3,0.528,0.0,0.0,0.0,3.9,7.3,0.529,0.528,1.2,1.9,0.645,1.9,3.5,5.4,1.0,0.6,1.8,1.7,3.7,9.0,
6.0,Larry Demic,22.0,PF,82,,22.8,2.8,6.4,0.436,0.0,0.0,,2.8,6.4,0.436,0.436,1.3,2.2,0.601,2.4,3.5,5.9,0.8,0.7,0.4,2.0,3.7,7.0,
7.0,Hollis Copeland,24.0,SF,75,,15.2,2.4,4.9,0.495,0.0,0.0,0.0,2.4,4.9,0.497,0.495,0.8,1.1,0.733,0.9,1.1,2.1,1.1,0.8,0.3,1.1,2.1,5.7,
8.0,Marvin Webster,27.0,C,20,,14.9,1.9,4.0,0.481,0.0,0.0,,1.9,4.0,0.481,0.481,0.6,0.8,0.75,1.4,2.6,4.0,0.5,0.2,0.6,1.0,2.0,4.4,
9.0,Geoff Huston,22.0,PG,71,,13.0,1.3,3.4,0.39,0.0,0.2,0.176,1.3,3.2,0.406,0.396,0.4,0.5,0.737,0.2,0.6,0.8,2.2,0.5,0.1,1.0,1.2,3.1,
10.0,Earl Monroe,35.0,SG,51,,12.4,3.2,6.9,0.457,0.0,0.0,,3.2,6.9,0.457,0.457,1.1,1.3,0.875,0.3,0.4,0.7,1.3,0.4,0.1,0.5,0.9,7.4,
11.0,Jim Cleamons,30.0,PG,22,,11.5,1.4,3.1,0.435,0.1,0.4,0.375,1.2,2.8,0.443,0.457,0.5,0.7,0.8,0.5,0.4,0.9,1.8,0.6,0.1,0.8,0.6,3.4,
12.0,Mike Glenn,24.0,SG,75,,10.7,2.5,4.9,0.516,0.0,0.1,0.2,2.5,4.7,0.525,0.519,0.8,1.0,0.863,0.3,0.6,0.9,1.1,0.5,0.1,0.5,1.1,5.9,
13.0,Sly Williams,22.0,SF,57,,9.8,1.8,4.7,0.39,0.0,0.1,0.0,1.8,4.6,0.395,0.39,1.0,1.6,0.644,1.1,1.0,2.1,0.6,0.3,0.1,0.9,1.3,4.7,
,Team Totals,,,82,82.0,241.2,46.4,93.6,0.496,0.5,2.3,0.22,45.9,91.2,0.503,0.498,20.7,27.7,0.747,15.1,28.1,43.2,27.6,10.7,5.6,19.7,26.4,114.0,
