G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Opponent,Unnamed: 6,Unnamed: 7,Tm,Opp,W,L,Streak,Attend.,LOG,Notes
1,"Thu, Apr 26, 1990",,Box Score,@,San Antonio Spurs,L,,103,119,0,1,L 1,15910,1:53,
2,"Sat, Apr 28, 1990",,Box Score,@,San Antonio Spurs,L,,120,129,0,2,L 2,15910,2:20,
3,"Tue, May 1, 1990",,Box Score,,San Antonio Spurs,L,,120,131,0,3,L 3,15604,2:11,
