G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Opponent,Unnamed: 6,Unnamed: 7,Tm,Opp,W,L,Streak,Attend.,LOG,Notes
1,"Thu, Apr 26, 1990",,Box Score,@,Detroit Pistons,L,,92,104,0,1,L 1,21454,2:00,
2,"Sat, Apr 28, 1990",,Box Score,@,Detroit Pistons,L,,87,100,0,2,L 2,21454,2:17,
3,"Tue, May 1, 1990",,Box Score,,Detroit Pistons,L,,96,108,0,3,L 3,15301,2:05,
