G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Opponent,Unnamed: 6,Unnamed: 7,Tm,Opp,W,L,Streak,Attend.,LOG,Notes
1,"Fri, Apr 26, 1991",,Box Score,@,Detroit Pistons,W,,103,98,1,0,W 1,21454,,
2,"Sun, Apr 28, 1991",,Box Score,@,Detroit Pistons,L,,88,101,1,1,L 1,21454,,
3,"Tue, Apr 30, 1991",,Box Score,,Detroit Pistons,L,,91,103,1,2,L 2,13571,,
4,"Thu, May 2, 1991",,Box Score,,Detroit Pistons,W,,123,111,2,2,W 1,9854,,
5,"Sun, May 5, 1991",,Box Score,@,Detroit Pistons,L,,81,113,2,3,L 1,21454,,
